epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
52,0.4320333333333332,1.8352131907926756,0.0005,0.402,2.048722152505524
53,0.42656666666666676,1.8469656498555267,0.0005,0.41,2.104787625496736
54,0.43493333333333345,1.8178588414529735,0.0005,0.438,2.389418432075876
55,0.4387333333333332,1.8235977499200877,0.0005,0.42,2.314926510411079
56,0.43860000000000027,1.8053333810956187,0.0005,0.402,2.4578174618729003
57,0.4471666666666667,1.7900106361722152,0.0005,0.354,2.54065506257458
58,0.4451333333333334,1.7838875361273079,0.0005,0.44,2.2068228719382943
59,0.45239999999999986,1.7709896583495495,0.0005,0.438,2.344790523976841
60,0.4568666666666666,1.7621797460835205,0.0005,0.434,2.2675818488757558
61,0.44706666666666656,1.7808021799503542,0.0005,0.392,2.2491005907545136
62,0.44549999999999984,1.7860328135650627,0.0005,0.4,2.481968581142959
63,0.45176666666666654,1.7619020640177576,0.0005,0.384,2.3446015847119503
64,0.45336666666666653,1.7648953224406736,0.0005,0.406,2.3666923247618037
65,0.45489999999999997,1.7537075584563602,0.0005,0.4,2.4711389170625666
66,0.45309999999999984,1.7605599368191156,0.0005,0.426,2.5503893074984796
67,0.4618666666666666,1.7444016821540946,0.0005,0.394,2.5613676973799304
68,0.4578333333333335,1.7612573982668456,0.0005,0.448,2.215153948931201
69,0.4609666666666666,1.7296474407201359,0.0005,0.42,2.3576747147106927
70,0.4606666666666667,1.7284267609589015,0.0005,0.456,2.383615943659228
71,0.4622666666666668,1.7230220250936674,0.0005,0.43,2.373506617229084
72,0.46723333333333344,1.7049946837537338,0.0005,0.41,2.249135546339509
73,0.458,1.737686465544246,0.0005,0.436,2.363923664633857
74,0.4650333333333335,1.7086261720894056,0.0005,0.434,2.405214840563556
75,0.46626666666666666,1.7230907299504616,0.0005,0.366,2.742337916132561
76,0.47169999999999995,1.6987068145784803,0.0005,0.436,2.3917468362849217
77,0.4706666666666664,1.6966102308516398,0.0005,0.408,2.4603096451165145
78,0.4681,1.7106555531697638,0.0005,0.412,2.420014418871411
79,0.47940000000000005,1.6737261692614291,0.0005,0.404,2.440233379584399
80,0.4893000000000001,1.6281169791463004,0.00025,0.408,2.491396547482783
