epoch,categorical_accuracy,loss,lr,val_5-shot_5-way_acc,val_loss
1,0.20340000000000003,9.632596114243437,0.001,0.484,1.3362154771278114
2,0.27020000000000005,2.3532432838393764,0.001,0.518,1.2134390457746556
3,0.3314000000000001,2.1204610295616173,0.001,0.53,1.1617018798396423
4,0.3725666666666668,1.9646091185393215,0.001,0.584,1.0943903796928898
5,0.41653333333333314,1.8187746717838733,0.001,0.564,1.0680105223456893
6,0.44323333333333337,1.7289681099259226,0.001,0.606,0.9834942709180233
7,0.47966666666666646,1.6052684119220695,0.001,0.59,1.0318872871016365
8,0.5113000000000001,1.4934683177447274,0.001,0.584,1.023421646264725
9,0.5333000000000002,1.4054937490182908,0.001,0.598,1.052098999602036
10,0.5622000000000004,1.3139481754790339,0.001,0.622,1.0740940089561366
11,0.5758666666666665,1.2837543045143152,0.001,0.592,1.0725770985095002
12,0.6012333333333335,1.1891048456053328,0.001,0.604,1.0946648676150568
13,0.6261333333333332,1.1178620261731709,0.001,0.584,1.093502466454189
14,0.6675999999999999,0.9915986372897428,0.001,0.588,1.1758169929378135
15,0.6777666666666664,0.9578420078659537,0.001,0.588,1.1554425867645934
16,0.7060666666666667,0.8530450312299565,0.001,0.594,1.255253998450722
17,0.7263333333333333,0.8014168555009189,0.001,0.618,1.064152003667793
18,0.7456333333333337,0.7429756303375282,0.001,0.596,1.209448465422748
19,0.7587333333333329,0.7056595268246053,0.001,0.556,1.3969756507390187
20,0.8165000000000004,0.5230223884936147,0.0005,0.584,1.211568810200123
21,0.837966666666667,0.4563122932071924,0.0005,0.616,1.342897255289276
22,0.848366666666667,0.42343534169331326,0.0005,0.576,1.20176140929355
23,0.8608000000000005,0.3969757403220297,0.0005,0.616,1.3009527520368152
24,0.8675999999999999,0.37723077782421344,0.0005,0.566,1.5070998431871498
25,0.8785666666666663,0.346130241891339,0.0005,0.6,1.4677261285644474
26,0.8726999999999999,0.3592414222667459,0.0005,0.576,1.4718806899582997
27,0.8916000000000001,0.3079291883165227,0.0005,0.588,1.4353082292952548
28,0.8957999999999998,0.29810652036721275,0.0005,0.572,1.5285407211595343
29,0.9020666666666667,0.28268572722306756,0.0005,0.584,1.5650913947615124
30,0.9058666666666668,0.2717420104742972,0.0005,0.56,1.6199919807356764
31,0.907066666666667,0.26456304506186723,0.0005,0.588,1.5152561727128977
32,0.9103666666666668,0.2587520405571859,0.0005,0.59,1.510093817031212
33,0.9216666666666664,0.2232510556005987,0.0005,0.566,1.4995174195316903
34,0.9163333333333334,0.23875200100248375,0.0005,0.524,1.5854800395108348
35,0.9215333333333332,0.2217177191642864,0.0005,0.536,1.6241222303448881
36,0.934833333333334,0.1883365820738053,0.0005,0.55,1.6945023810689746
37,0.9389333333333331,0.17582427872549894,0.0005,0.574,1.6425050714372929
38,0.9452333333333329,0.16057804763309258,0.0005,0.562,1.6901971320567668
39,0.9375666666666669,0.18062805153975617,0.0005,0.564,1.6932186258425117
40,0.9644999999999999,0.10259030501428218,0.00025,0.546,1.6500117285445877
